Duration,Checking account,Credit amount,Purpose,Job ,Job,Sex ,Sex,Checking account ,Purpose ,csv,data_source,Saving accounts,Housing,Risk,Age,value,Unnamed: 0
18,NA,1149,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,rich,own,good,46,391779,427
24,moderate,11938,vacation/others,3,3,male,male,moderate,vacation/others,,kaggle,little,own,bad,39,391779,105
24,little,6872,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,55,391779,924
24,NA,3868,car,3,3,female,female,NA,car,,kaggle,little,rent,good,41,391779,121
24,NA,2424,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,53,391779,16
6,NA,1346,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,moderate,free,good,42,391779,150
12,little,1620,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,own,good,30,391779,441
10,NA,1364,car,2,2,female,female,NA,car,,kaggle,little,own,good,64,391779,219
48,NA,3578,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,47,391779,115
48,moderate,18424,vacation/others,3,3,female,female,moderate,vacation/others,,kaggle,little,own,bad,32,391779,915
15,NA,2221,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,quite rich,rent,good,20,391779,865
24,NA,1249,car,2,2,male,male,NA,car,,kaggle,little,own,good,28,391779,847
,,,,,,,,,,,kaggle,,,,,391779,
30,moderate,76543456,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,NA,own,good,26,391779,965
12,little,1409,car,2,2,male,male,little,car,,kaggle,little,own,good,54,391779,91
15,NA,5324,car,2,2,female,female,NA,car,,kaggle,quite rich,free,good,35,391779,705
24,moderate,1965,car,2,2,female,female,moderate,car,,kaggle,NA,rent,good,42,391779,591
6,NA,1204,car,2,2,male,male,NA,car,,kaggle,moderate,rent,good,35,391779,247
12,moderate,1860,car,3,3,male,male,moderate,car,,kaggle,little,own,good,34,391779,128
21,NA,2580,business,1,1,male,male,NA,business,,kaggle,quite rich,own,bad,41,391779,674
21,NA,3160,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,41,391779,742
48,little,6999,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,own,bad,34,391779,552
36,,12612,education,2,2,male,male,,education,,kaggle,moderate,free,bad,47,391779,87
15,moderate,2728,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,NA,own,good,35,391779,138
12,little,697,car,2,2,male,male,little,car,,kaggle,little,own,bad,46,391779,925
7,NA,730,radio/TV,1,1,male,male,NA,radio/TV,,kaggle,NA,rent,good,46,391779,71
12,little,2579,car,1,1,male,male,little,car,,kaggle,little,own,bad,33,391779,416
42,little,7882,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,free,good,45,391779,3
24,NA,3621,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,moderate,own,bad,31,391779,949
18,rich,2864,furniture/equipment,1,1,male,male,rich,furniture/equipment,,kaggle,little,own,bad,34,391779,543
15,little,806,business,1,1,female,female,little,business,,kaggle,little,own,good,22,391779,573
18,,,car,,,,,,car,,kaggle,,,good,,391779,
12,little,2122,car,1,1,male,male,little,car,,kaggle,little,rent,good,39,391779,494
16,little,2625,car,2,2,male,male,little,car,,kaggle,little,rent,bad,43,391779,900
18,little,3509,radio/TV,2,2,female,female,little,radio/TV,,kaggle,little,own,good,25,391779,777
12,little,1680,radio/TV,2,2,male,male,little,radio/TV,,kaggle,quite rich,own,good,35,391779,114
6,NA,1338,domestic appliances,2,2,male,male,NA,domestic appliances,,kaggle,quite rich,own,good,62,391779,816
7,,,radio/TV,,,,,,radio/TV,,kaggle,,,good,,391779,
48,,,business,,,,,,business,,kaggle,,,bad,,391779,
18,moderate,5866,car,2,2,male,male,moderate,car,,kaggle,moderate,own,good,30,391779,32
12,little,1282,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,bad,20,391779,155
30,NA,3077,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,40,391779,716
15,NA,1316,radio/TV,1,1,male,male,NA,radio/TV,,kaggle,quite rich,own,good,47,391779,726
36,NA,4463,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,little,own,bad,26,391779,357
24,little,3123,car,2,2,female,female,little,car,,kaggle,little,own,bad,27,391779,500
18,NA,1800,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,24,391779,698
9,moderate,1154,radio/TV,1,1,male,male,moderate,radio/TV,,kaggle,little,own,good,37,391779,957
36,little,5493,car,2,2,male,male,little,car,,kaggle,little,free,good,42,391779,501
14,little,3973,car,2,2,male,male,little,car,,kaggle,little,free,good,22,391779,655
30,little,10623,car,3,3,male,male,little,car,,kaggle,little,free,good,38,391779,205
11,NA,2142,business,2,2,male,male,NA,business,,kaggle,rich,own,good,28,391779,913
36,little,9629,car,2,2,male,male,little,car,,kaggle,little,own,bad,24,391779,812
21,NA,5003,car,2,2,female,female,NA,car,,kaggle,NA,own,bad,29,391779,557
7,NA,846,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,free,good,36,391779,377
21,rich,2319,education,2,2,male,male,rich,education,,kaggle,little,rent,bad,33,391779,535
18,little,1442,car,1,1,male,male,little,car,,kaggle,little,free,bad,32,391779,853
6,little,4716,car,1,1,male,male,little,car,,kaggle,NA,own,good,44,391779,693
24,moderate,2760,car,2,2,male,male,moderate,car,,kaggle,NA,free,good,36,391779,198
24,little,1546,radio/TV,1,1,male,male,little,radio/TV,,kaggle,little,rent,bad,24,391779,561
60,NA,10366,car,3,3,male,male,NA,car,,kaggle,little,own,good,42,391779,672
12,little,385,radio/TV,1,1,female,female,little,radio/TV,,kaggle,little,own,good,58,391779,590
6,NA,700,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,free,,36,391779,519
8,moderate,1237,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,little,own,bad,24,391779,308
12,moderate,1995,car,2,2,male,male,moderate,car,,kaggle,moderate,own,good,27,391779,553
30,NA,4530,radio/TV,3,3,female,female,NA,radio/TV,,kaggle,little,rent,good,26,391779,675
42,moderate,9283,car,3,3,male,male,moderate,car,,kaggle,little,free,good,55,391779,808
36,,,furniture/equipment,,,,,,furniture/equipment,,kaggle,,,bad,,391779,
24,NA,2611,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,46,391779,839
,,,,2,2,female,female,,,,kaggle,little,own,,29,391779,
12,moderate,1424,domestic appliances,2,2,male,male,moderate,domestic appliances,,kaggle,little,own,good,26,391779,207
21,NA,2476,car,3,3,male,male,NA,car,,kaggle,NA,own,good,46,391779,712
9,,,education,,,,,,education,,kaggle,,,good,41,391779,445
24,rich,947,car,2,2,male,male,rich,car,,kaggle,little,free,bad,38,391779,648
15,NA,1262,domestic appliances,2,2,male,male,NA,domestic appliances,,kaggle,quite rich,own,good,36,391779,162
11,little,3905,car,2,2,male,male,little,car,,kaggle,little,rent,good,36,391779,456
12,moderate,1424,domestic appliances,2,2,male,male,moderate,domestic appliances,,kaggle,little,own,good,26,391779,207
6,NA,1236,car,2,2,male,male,NA,car,,kaggle,quite rich,rent,good,50,391779,695
24,NA,2684,radio/TV,1,1,male,male,NA,radio/TV,,kaggle,little,own,good,35,391779,256
15,rich,2360,car,2,2,male,male,rich,car,,kaggle,quite rich,own,,36,391779,506
24,little,3632,car,2,2,female,female,little,car,,kaggle,little,rent,good,22,391779,
36,little,8229,car,2,2,male,male,little,car,,kaggle,little,own,bad,26,391779,983
12,little,1274,car,1,1,female,female,little,car,,kaggle,little,own,bad,37,391779,747
15,NA,5324,car,2,2,female,female,NA,car,,kaggle,quite rich,free,good,35,391779,705
10,rich,781,car,2,2,male,male,rich,car,,kaggle,little,free,good,63,391779,123
9,NA,2134,car,2,2,male,male,NA,car,,kaggle,little,own,,48,391779,20
60,NA,10366,car,3,3,male,male,NA,car,,kaggle,little,own,good,42,391779,672
24,NA,1258,business,2,2,male,male,NA,business,,kaggle,little,own,good,25,391779,245
18,moderate,12976,car,3,3,female,female,moderate,car,,kaggle,little,free,bad,38,391779,381
48,little,7763,car,3,3,male,male,little,car,,kaggle,little,free,bad,42,391779,538
24,little,6579,car,,,,,little,car,,kaggle,little,free,good,29,391779,988
12,little,4843,car,2,2,male,male,little,car,,kaggle,little,rent,bad,43,391779,668
,little,1755,vacation/others,1,1,female,female,little,vacation/others,,kaggle,little,own,good,58,391779,83
24,NA,2603,car,2,2,female,female,NA,car,,kaggle,rich,rent,good,28,391779,733
18,moderate,6361,furniture/equipment,2,2,male,male,moderate,furniture/equipment,,kaggle,little,own,good,41,391779,659
48,little,6331,car,2,2,male,male,little,car,,kaggle,little,free,bad,46,391779,701
12,NA,1495,car,1,1,male,male,NA,car,,kaggle,little,own,good,38,391779,204
18,NA,2662,car,2,2,male,male,NA,car,,kaggle,NA,own,good,32,391779,270
24,rich,2892,furniture/equipment,2,2,male,male,rich,furniture/equipment,,kaggle,little,free,good,51,391779,793
24,little,1442,car,2,2,female,female,little,car,,kaggle,little,rent,bad,23,391779,596
24,little,,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,rent,bad,23,391779,334
24,moderate,3512,car,2,2,male,male,moderate,car,,kaggle,moderate,own,good,38,391779,158
36,little,3959,furniture/equipment,3,3,male,male,little,furniture/equipment,,kaggle,little,own,good,30,391779,993
24,,,car,,,,,,car,,kaggle,,,bad,31,391779,454
18,little,1190,repairs,0,0,female,female,little,repairs,,kaggle,little,free,bad,55,391779,429
6,little,860,car,2,2,female,female,little,car,,kaggle,little,own,good,39,391779,146
60,moderate,14027,car,3,3,male,male,moderate,car,,kaggle,little,own,bad,27,391779,714
6,NA,250,car,1,1,female,female,NA,car,,kaggle,rich,own,good,41,391779,725
6,little,343,domestic appliances,2,2,female,female,little,domestic appliances,,kaggle,little,own,good,27,391779,458
54,NA,9436,car,1,1,male,male,NA,car,,kaggle,NA,own,good,39,391779,78
36,NA,5742,business,2,2,male,male,NA,business,,kaggle,moderate,own,good,31,391779,671
18,moderate,5866,car,2,2,,,moderate,car,,kaggle,moderate,own,good,30,391779,32
6,moderate,454,repairs,1,1,male,male,moderate,repairs,,kaggle,little,own,good,22,391779,964
15,little,1845,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,good,46,391779,944
12,little,2214,radio/TV,1,1,male,male,little,radio/TV,,kaggle,little,own,good,24,391779,762
20,little,2212,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,NA,own,good,39,391779,380
48,moderate,10961,6,2,2,male,male,moderate,6,,kaggle,rich,own,bad,27,391779,226
12,moderate,1922,furniture/equipment,1,1,male,male,moderate,furniture/equipment,,kaggle,little,own,bad,37,391779,651
30,NA,7596,car,2,2,male,male,NA,car,,kaggle,NA,own,good,63,391779,715
24,little,1371,car,2,2,female,female,little,car,,kaggle,NA,rent,bad,25,391779,775
10,rich,1347,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,NA,own,good,27,391779,686
12,moderate,,furniture/equipment,1,1,male,male,moderate,furniture/equipment,,kaggle,little,own,bad,37,391779,651
48,moderate,8358,car,2,2,female,female,moderate,car,,kaggle,quite rich,own,good,30,391779,945
6,NA,1543,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,rich,own,good,33,391779,305
12,NA,1413,car,2,2,male,male,NA,car,,kaggle,rich,own,good,55,391779,209
12,NA,3331,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,own,good,42,391779,867
33,little,4281,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,quite rich,own,bad,23,391779,118
24,little,6579,car,3,3,male,male,little,car,,kaggle,little,free,good,29,391779,988
16,little,2625,car,2,2,male,male,little,car,,kaggle,little,rent,bad,43,391779,900
15,NA,1459,radio/TV,1,1,female,female,NA,radio/TV,,kaggle,little,own,good,43,391779,345
24,NA,2611,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,46,391779,839
24,NA,1901,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,moderate,rent,good,29,391779,279
,,,,,,,,,,,kaggle,,,good,29,391779,562
24,NA,4139,business,1,1,male,male,NA,business,,kaggle,moderate,own,good,27,391779,670
30,moderate,2503,business,2,2,male,male,moderate,business,,kaggle,moderate,own,good,41,391779,703
15,moderate,1514,repairs,2,2,male,male,moderate,repairs,,kaggle,moderate,own,good,22,391779,970
15,NA,960,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,rich,own,good,30,391779,483
24,NA,717,car,2,2,male,male,NA,car,,kaggle,NA,own,good,54,391779,798
12,little,1262,furniture/equipment,1,1,male,male,little,furniture/equipment,,kaggle,NA,own,good,49,391779,277
15,NA,1478,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,33,391779,682
12,little,1200,education,2,2,female,female,little,education,,kaggle,NA,rent,good,23,391779,221
42,moderate,9283,car,3,3,male,male,moderate,car,,kaggle,little,free,good,55,391779,808
30,NA,5954,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,38,391779,571
33,NA,7253,,3,3,male,male,NA,,,kaggle,little,own,,35,391779,411
21,moderate,2353,car,2,2,male,male,moderate,car,,kaggle,little,own,good,47,391779,961
30,moderate,2150,car,2,2,female,female,moderate,car,,kaggle,little,own,bad,24,391779,252
18,little,2039,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,bad,20,391779,585
36,moderate,7432,car,2,2,female,female,moderate,car,,kaggle,little,rent,good,54,391779,815
,moderate,753,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,little,own,good,64,391779,976
24,NA,4139,business,1,1,male,male,NA,business,,kaggle,moderate,own,good,27,391779,670
6,NA,426,radio/TV,1,1,male,male,NA,radio/TV,,kaggle,little,own,good,39,391779,26
21,NA,2580,business,1,1,male,male,NA,business,,kaggle,quite rich,own,bad,41,391779,674
9,NA,1980,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,,rent,bad,19,391779,633
7,moderate,2576,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,good,35,391779,447
24,NA,717,car,2,2,male,male,NA,car,,kaggle,NA,own,good,54,391779,798
12,little,759,car,2,2,male,male,little,car,,kaggle,little,own,bad,26,391779,510
15,little,950,car,2,2,male,male,little,car,,kaggle,little,rent,bad,33,391779,170
30,moderate,1715,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,NA,own,good,26,391779,965
18,NA,1568,business,1,1,female,female,NA,business,,kaggle,moderate,rent,good,24,391779,82
30,little,2406,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,bad,23,391779,359
24,NA,1597,education,2,2,male,male,NA,education,,kaggle,little,free,good,54,391779,800
,,,car,,,,,,car,,kaggle,,,good,,391779,
18,NA,629,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,quite rich,own,good,32,391779,710
48,moderate,-456789,business,2,2,male,male,moderate,business,,kaggle,NA,free,good,38,391779,829
48,NA,7629,business,3,3,male,male,NA,business,,kaggle,NA,own,good,46,391779,294
24,little,1381,car,2,2,female,female,little,car,,kaggle,NA,own,bad,35,391779,414
18,little,1217,domestic appliances,1,1,male,male,little,domestic appliances,,kaggle,little,own,bad,47,391779,588
,,,,2,2,female,female,,,,kaggle,little,free,,62,391779,487
21,NA,1572,business,1,1,female,female,NA,business,,kaggle,rich,own,good,36,391779,592
20,little,4272,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,own,good,24,391779,802
24,,6314,vacation/others,3,3,male,male,,vacation/others,,kaggle,,own,good,27,391779,665
21,,3652,business,2,2,male,male,,business,,kaggle,little,own,good,27,391779,620
12,NA,3527,car,3,3,male,male,NA,car,,kaggle,NA,own,good,45,391779,940
6,NA,660,repairs,1,1,male,male,NA,repairs,,kaggle,quite rich,rent,good,23,391779,436
12,NA,930,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,65,391779,807
10,moderate,7308,car,3,3,male,male,moderate,car,,kaggle,little,free,good,70,391779,163
6,little,1957,radio/TV,2,2,female,female,little,radio/TV,,kaggle,little,own,good,31,391779,393
24,NA,1474,car,2,2,male,male,NA,car,,kaggle,moderate,own,good,33,391779,855
24,NA,3105,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,25,391779,534
18,moderate,1913,business,2,2,male,male,moderate,business,,kaggle,rich,own,good,,391779,30
39,little,14179,furniture/equipment,3,3,male,male,little,furniture/equipment,,kaggle,NA,own,good,30,391779,744
12,little,1107,radio/TV,3,3,male,male,little,radio/TV,,kaggle,little,rent,good,20,391779,905
15,little,2511,car,2,2,female,female,little,car,,kaggle,little,rent,good,23,391779,746
9,moderate,1501,education,3,3,female,female,moderate,education,,kaggle,little,own,bad,34,391779,195
30,little,3108,furniture/equipment,1,1,male,male,little,furniture/equipment,,kaggle,little,own,bad,31,391779,766
20,moderate,6148,car,2,2,male,male,moderate,car,,kaggle,moderate,own,good,31,391779,719
48,little,10297,car,2,2,male,male,little,car,,kaggle,little,free,bad,39,391779,927
6,NA,2978,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,quite rich,own,good,32,391779,165
24,,,car,,,,,,car,,kaggle,,,good,,391779,
9,moderate,1136,education,2,2,male,male,moderate,education,,kaggle,rich,free,bad,32,391779,349
24,NA,2978,business,2,2,male,male,NA,business,,kaggle,NA,own,good,32,391779,223
6,little,1203,car,2,2,,,little,car,,kaggle,moderate,own,,43,391779,518
10,rich,3949,car,1,1,male,male,rich,car,,kaggle,little,own,good,37,391779,344
18,moderate,2278,car,2,2,female,female,moderate,car,,kaggle,moderate,own,bad,28,391779,556
18,NA,2169,business,2,2,male,male,NA,business,,kaggle,little,own,bad,28,391779,861
18,NA,1028,car,2,2,female,female,NA,car,,kaggle,little,own,good,36,391779,324
6,NA,1538,education,2,2,female,female,NA,education,,kaggle,little,own,good,56,391779,680
15,NA,3368,car,2,2,male,male,NA,car,,kaggle,rich,rent,good,23,391779,280
48,little,10297,car,2,2,male,male,little,car,,kaggle,little,free,bad,39,391779,927
18,NA,3229,car,3,3,male,male,NA,car,,kaggle,NA,own,good,38,391779,352
12,little,1409,car,2,2,male,male,little,car,,kaggle,little,own,good,54,391779,91
6,NA,6761,car,3,3,male,male,NA,car,,kaggle,little,own,good,45,391779,738
24,little,1358,vacation/others,3,3,male,male,little,vacation/others,,kaggle,NA,own,bad,40,391779,594
21,NA,2993,car,1,1,male,male,NA,car,,kaggle,little,own,good,28,391779,841
12,NA,2859,car,3,3,male,male,NA,car,,kaggle,NA,own,good,38,391779,947
24,little,1603,radio/TV,2,2,female,female,little,radio/TV,,kaggle,little,own,good,55,391779,261
36,NA,3342,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,51,391779,214
21,NA,5248,car,2,2,male,male,NA,car,,kaggle,NA,own,good,26,391779,748
18,NA,4165,business,2,2,male,male,NA,business,,kaggle,little,own,bad,36,391779,827
18,little,1216,car,2,2,female,female,little,car,,kaggle,little,rent,bad,23,391779,831
24,NA,2578,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,rich,own,good,34,391779,567
9,NA,3577,car,2,2,male,male,NA,car,,kaggle,moderate,rent,good,26,391779,859
6,moderate,1068,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,good,28,391779,329
,,,,,,,,,,,kaggle,,,,,391779,
36,NA,10875,car,2,2,male,male,NA,car,,kaggle,little,own,good,45,391779,854
21,moderate,98765434567,car,2,2,male,male,moderate,car,,kaggle,little,own,good,47,391779,961
30,little,3857,car,3,3,male,male,little,car,,kaggle,little,own,good,40,391779,996
6,NA,672,car,0,0,female,female,NA,car,,kaggle,little,own,good,54,391779,300
8,moderate,907,business,2,2,male,male,moderate,business,,kaggle,little,own,good,26,391779,810
18,little,2124,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,bad,24,391779,761
48,little,6331,car,2,2,male,male,little,car,,kaggle,little,free,bad,46,391779,701
15,NA,1829,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,46,391779,891
24,NA,2255,car,2,2,male,male,NA,car,,kaggle,NA,own,good,54,391779,514
36,little,2746,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,31,391779,315
24,NA,2255,car,2,2,male,male,NA,car,,kaggle,NA,own,,54,391779,514
24,NA,2670,car,3,3,male,male,NA,car,,kaggle,little,own,good,35,391779,453
9,moderate,918,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,little,own,bad,30,391779,601
30,NA,7485,car,3,3,female,female,NA,car,,kaggle,NA,own,bad,53,391779,175
36,little,3446,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,42,391779,368
15,little,2511,car,2,2,female,female,little,car,,kaggle,little,rent,good,23,391779,746
18,rich,2100,,2,2,male,male,rich,,,kaggle,little,own,bad,37,391779,37
10,rich,781,car,2,2,male,male,rich,car,,kaggle,little,free,good,63,391779,123
24,NA,3181,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,own,good,26,391779,64
9,NA,2406,furniture/equipment,3,3,male,male,NA,furniture/equipment,,kaggle,little,own,good,31,391779,394
6,NA,362,car,1,1,female,female,NA,car,,kaggle,moderate,own,good,52,391779,379
24,little,3349,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,quite rich,free,bad,30,391779,946
9,moderate,458,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,,24,391779,39
12,moderate,3017,furniture/equipment,3,3,female,female,moderate,furniture/equipment,,kaggle,little,rent,good,34,391779,462
18,NA,1098,radio/TV,0,0,female,female,NA,radio/TV,,kaggle,little,own,good,65,391779,883
24,NA,65445678765,,1,1,male,male,NA,,,kaggle,little,own,bad,47,391779,978
18,NA,1864,education,2,2,female,female,NA,education,,kaggle,moderate,own,bad,30,391779,331
18,little,3104,business,2,2,male,male,little,business,,kaggle,little,own,good,31,391779,216
45,moderate,3031,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,moderate,rent,bad,21,391779,194
27,NA,4526,furniture/equipment,1,1,male,male,NA,furniture/equipment,,kaggle,rich,own,good,32,391779,863
28,NA,7824,car,2,2,male,male,NA,car,,kaggle,NA,rent,good,40,391779,889
24,moderate,1355,car,1,1,female,female,moderate,car,,kaggle,little,own,bad,25,391779,634
24,little,2910,car,3,3,male,male,little,car,,kaggle,little,free,good,34,391779,322
,,,,,,,,,,,kaggle,,,,,391779,
36,NA,6304,business,2,2,male,male,NA,business,,kaggle,NA,own,good,36,391779,266
12,little,4843,car,2,2,male,male,little,car,,kaggle,little,rent,bad,43,391779,668
48,moderate,12204,business,3,3,male,male,moderate,business,,kaggle,NA,own,good,,391779,615
24,NA,937,education,1,1,male,male,NA,education,,kaggle,little,own,good,27,391779,579
6,little,1169,radio/TV,2,2,male,male,little,radio/TV,,kaggle,NA,own,good,67,391779,0
,,,,1,1,male,male,,,,kaggle,moderate,rent,,35,391779,488
21,NA,2580,business,1,1,male,male,NA,business,,kaggle,quite rich,own,bad,41,391779,674
60,little,7297,business,2,2,male,male,little,business,,kaggle,,rent,bad,36,391779,973
36,little,8335,car,2,2,male,male,little,car,,kaggle,NA,free,bad,47,391779,828
12,little,2246,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,60,391779,589
15,little,1845,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,good,46,391779,944
24,moderate,4057,furniture/equipment,2,2,male,male,moderate,furniture/equipment,,kaggle,little,own,bad,43,391779,884
18,moderate,3244,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,little,own,good,33,391779,189
10,NA,2848,car,2,2,male,male,NA,car,,kaggle,moderate,own,good,32,391779,916
12,little,709,radio/TV,1,1,male,male,little,radio/TV,,kaggle,little,own,bad,57,391779,849
30,moderate,5234,car,3,3,male,male,moderate,car,,kaggle,little,own,bad,28,391779,9
12,moderate,2002,car,2,2,male,male,moderate,car,,kaggle,little,rent,good,30,391779,923
18,moderate,1795,radio/TV,1,1,female,female,moderate,radio/TV,,kaggle,little,rent,good,48,391779,801
24,NA,5433,car,3,3,female,female,NA,car,,kaggle,NA,rent,good,26,391779,572
6,little,1957,radio/TV,2,2,female,female,little,radio/TV,,kaggle,little,own,good,31,391779,393
24,NA,6313,car,3,3,male,male,NA,car,,kaggle,NA,own,good,41,391779,791
24,NA,1940,car,2,2,male,male,NA,car,,kaggle,rich,own,good,60,391779,781
6,little,4716,car,1,1,male,male,little,car,,kaggle,NA,own,good,44,391779,693
6,NA,660,repairs,1,1,male,male,NA,repairs,,kaggle,quite rich,rent,good,23,391779,436
15,rich,2687,business,2,2,male,male,rich,business,,kaggle,little,rent,good,26,391779,512
9,moderate,3195,car,1,1,female,female,moderate,car,,kaggle,NA,own,good,33,391779,909
18,,,car,,,,,,car,,kaggle,,,good,,391779,
21,NA,3275,car,3,3,male,male,NA,car,,kaggle,little,own,good,36,391779,772
,,,,,,,,,,,kaggle,,,bad,37,391779,563
60,NA,6527,car,2,2,male,male,NA,car,,kaggle,NA,free,good,34,391779,685
24,NA,3621,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,moderate,own,bad,31,391779,
48,little,4308,business,2,2,female,female,little,business,,kaggle,little,rent,bad,24,391779,11
,NA,1309,car,1,1,male,male,NA,car,,kaggle,NA,own,bad,,391779,505
12,moderate,841,business,1,1,female,female,moderate,business,,kaggle,moderate,rent,good,23,391779,752
15,NA,2788,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,little,own,good,24,391779,575
15,rich,2327,radio/TV,1,1,female,female,rich,radio/TV,,kaggle,little,own,bad,25,391779,834
24,little,1747,furniture/equipment,1,1,male,male,little,furniture/equipment,,kaggle,little,own,good,24,391779,930
,,,,2,2,female,female,,,,kaggle,rich,rent,,57,391779,482
18,little,3114,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,bad,26,391779,475
12,NA,1542,business,2,2,male,male,NA,business,,kaggle,little,own,good,36,391779,365
30,rich,3017,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,little,own,good,47,391779,669
27,moderate,5965,car,3,3,male,male,moderate,car,,kaggle,little,own,good,30,391779,51
,,,,2,2,male,male,,,,kaggle,little,own,,44,391779,479
9,moderate,276,car,1,1,male,male,moderate,car,,kaggle,little,rent,good,22,391779,309
21,little,3763,car,1,1,male,male,little,car,,kaggle,NA,own,good,24,391779,906
12,NA,1386,car,2,2,female,female,NA,car,,kaggle,quite rich,own,,26,391779,647
36,little,2712,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,41,391779,822
36,moderate,2384,repairs,1,1,male,male,moderate,repairs,,kaggle,little,rent,bad,33,391779,583
24,little,3234,furniture/equipment,1,1,female,female,little,furniture/equipment,,kaggle,little,rent,bad,23,391779,570
36,little,987657,education,3,3,female,female,little,education,,kaggle,little,own,bad,25,391779,771
15,NA,1471,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,free,good,35,391779,852
24,NA,3488,car,2,2,female,female,NA,car,,kaggle,moderate,own,good,23,391779,523
36,rich,5848,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,little,own,good,24,391779,152
30,NA,5771,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,own,good,25,391779,753
,,,,3,3,male,male,,,,kaggle,little,own,,47,391779,485
24,moderate,1216,,2,2,male,male,moderate,,,kaggle,moderate,own,,38,391779,503
24,little,2303,car,2,2,male,male,little,car,,kaggle,little,own,bad,45,391779,652
12,little,1344,car,1,1,male,male,little,car,,kaggle,little,own,good,43,391779,929
