text,cat
"From: livesey@solntze.wpd.sgi.com (Jon Livesey)
Subject: Re: Genocide is Caused by Atheism
Organization: sgi
Lines: 27
Distribution: world
NNTP-Posting-Host: solntze.wpd.sgi.com

In article <1993Apr19.112008.26198@monu6.cc.monash.edu.au>, darice@yoyo.cc.monash.edu.au (Fred Rice) writes:
|> In <1qi3fc$jkj@fido.asd.sgi.com> livesey@solntze.wpd.sgi.com (Jon Livesey) writes:
|> 
|> >In article <1993Apr14.110209.7703@monu6.cc.monash.edu.au>, darice@yoyo.cc.monash.edu.au (Fred Rice) writes:
|> >>
|> >> Some here on alt.atheism think that by condemning the actions 
|> >> of some of those who call themselves Muslims, they are condemning 
|> >> Islam.
|> 
|> >Do you read minds, Mr Rice?   You know what posters think now,
|> >not just what they write?
|> 
|> >For myself, I only have what people are posting here to go on,
|> >and that's what I am commenting on.
|> 
|> I think you may have misunderstood me.
|> 
|> I mean that one does not really criticize _Islam_ necessarily by
|> bringing Khomeini etc. into the argument, for whether he is or is not
|> following Islam has to be determined by examining his actions against
|> Islamic teachings.  Islamic teachings are contained in the Qur'an and
|> hadiths (reported sayings and doings of the Prophet).

That's funny, I thought you were making a statement about what
people think.    In fact, I see it quoted up there.

jon.
",0
"From: gary@ke4zv.uucp (Gary Coffman)
Subject: Re: Math?? (Was US govt & Technolgy Investment
Keywords: science?
Reply-To: gary@ke4zv.UUCP (Gary Coffman)
Organization: Destructive Testing Systems
Lines: 23

In article <C71EnF.HJM@ncratl.AtlantaGA.NCR.COM> mwilson@ncratl.AtlantaGA.NCR.COM (Mark Wilson) writes:
>In <1993May13.100935.21187@ke4zv.uucp> gary@ke4zv.uucp (Gary Coffman) writes:
>
>|It is, however, now somewhat of an experimental science with the exploration
>|of fractals, strange attractors, and artificial life. Whether important
>|insights will be gained from these experiments is unknown, but it does
>|tend to change the shape of what has mostly been viewed as an abstract
>|deductive field.
>
>How do you do experiments in mathematics?

Nowadays, usually with a computer. No theory predicted the numeric 
discoveries listed above. No one can yet write an algorithm that will
predict the precise behavior of any of these at any precise level of
their evolution. So it remains for experimenters to gather data on their
behavior.

Gary
-- 
Gary Coffman KE4ZV          |    You make it,     | gatech!wa4mei!ke4zv!gary
Destructive Testing Systems |    we break it.     | uunet!rsiatl!ke4zv!gary
534 Shannon Way             |    Guaranteed!      | emory!kd4nc!ke4zv!gary 
Lawrenceville, GA 30244     |                     | 
",1
"From: pgf@srl03.cacs.usl.edu (Phil G. Fraering)
Subject: Re: Lindbergh and the moon (was:Why not give $1G)
Organization: Univ. of Southwestern Louisiana
Lines: 26

gnb@baby.bby.com.au (Gregory N. Bond) writes:

>In article <C5v9Lr.KxF@news.cso.uiuc.edu> jbh55289@uxa.cso.uiuc.edu (Josh Hopkins) writes:

>   [re: voyages of discovery...]
>   Could you give examples of privately funded ones?

>If you believe 1492 (the film), Columbus had substantial private
>funds.  When Columbus asked the merchant why he put the money in, the
>guy said (slightly paraphrased) , ""There is Faith, Hope and Charity.
>But greater than these is Banking.""
>--

Heck, some of his ships were loaners. One was owned by a Basque...
(you know, one of those groups that probably crossed the Atlantic
_before_ Columbus came along).

>Gregory Bond <gnb@bby.com.au> Burdett Buckeridge & Young Ltd Melbourne Australia
>   Knox's 386 is slick.            Fox in Sox, on Knox's Box
>   Knox's box is very quick.       Plays lots of LSL. He's sick!
>(Apologies to John ""Iron Bar"" Mackin.)
--
Phil Fraering         |""Seems like every day we find out all sorts of stuff.
pgf@srl02.cacs.usl.edu|Like how the ancient Mayans had televison."" Repo Man


",1
"From: henry@zoo.toronto.edu (Henry Spencer)
Subject: Re: temperature of the dark sky
Organization: U of Toronto Zoology
Lines: 16

In article <C66E1G.KM9@well.sf.ca.us> metares@well.sf.ca.us (Tom Van Flandern) writes:
>> ...the temperature of the (night) sky as seen from space?
>     You'll find that in Allen, C.W., ""Astrophysical Quantities"", Athlone
>Press, Dover, NH, 3rd edition, pp. 268-269 (1973)...

#@$#%$!!  I *have* a copy of Allen, and it never occurred to me to look
in there...  I must be getting old...  I'll look it up when I get home.
Thanks.

>... the temperature is 3 degrees K.

I'd remembered a rather higher number, but that may have been for the
lunar nearside, where the Earth is a significant heat source.
-- 
SVR4 resembles a high-speed collision   | Henry Spencer @ U of Toronto Zoology
between SVR3 and SunOS.    - Dick Dunn  |  henry@zoo.toronto.edu  utzoo!henry
",1
"From: ed@wente.llnl.gov (Ed Suranyi)
Subject: Re: Asimov stamp
Organization: UC Davis Dept of Applied Science at LLNL
Lines: 18
NNTP-Posting-Host: wente.llnl.gov

In article <C61H4H.8D4@dcs.ed.ac.uk> pdc@dcs.ed.ac.uk (Paul Crowley) writes:
>Quoting schnitzi@eustis.cs.ucf.edu (Mark Schnitzius) in article <schnitzi.735603785@eustis>:
>>I'm sure all the religious types would get in a snit due
>>to Asimov's atheism.

>Can someone confirm this?  Someone told me that Asimov converted to
>Christianity at some point, or something.  Does anyone have any good
>quotes?

What?  Absolutely not.  No way.  Asimov was a lifelong atheist, and
said so many times, right until his death.  Judging from the many
stories he told about his own life, he felt culturally closest to
Judaism, which makes sense. He was born Jewish.

Ed
ed@wente.llnl.gov


",0
"From: rostroff@watson.princeton.edu (robert ostroff)
Subject: Comet Launch Date
Originator: news@nimaster
Nntp-Posting-Host: ratz.princeton.edu
Organization: Princeton University
Lines: 7

Hello out there,
If your familiar with the COMET program then this concerns you.
COMET is scheduled to be launched from Wallops Island sometime in June.
Does anyone know if an official launch date has been set?

Thanks,
Rob
",1
"From: nicho@vnet.IBM.COM (Greg Stewart-Nicholls)
Subject: Re: Death and Taxes (was Why not give $1 billion to...
Reply-To: nicho@vnet.ibm.com
Disclaimer: This posting represents the poster's views, not those of IBM
News-Software: UReply 3.1
X-X-From: nicho@vnet.ibm.com
            <1993Apr27.072512.439@bby.com.au>
Lines: 11

In <1993Apr27.072512.439@bby.com.au> Gregory N. Bond writes:
>I wouldn't even begin to expect that
>in Australia, and we don't have institutionalised corruption like you
>do.
 Wanna bet ??? You must be too young to remember Bob Askin :-)
Read the Costigan commision report if you want to know about corruption
in OZ.
 -----------------------------------------------------------------
Greg Nicholls ...         : Vidi
nicho@vnet.ibm.com or     : Vici
nicho@olympus.demon.co.uk : Veni
",1
"Subject: Re: STRONG & weak Atheism
From: SSAUYET@eagle.wesleyan.edu (Scott D. Sauyet)
Distribution: world
Nntp-Posting-Host: wesleyan.edu
X-News-Reader: VMS NEWS 1.20In-Reply-To: mathew's message of Wed, 21 Apr 1993 12:20:32 +0100Lines: 22
Lines: 22

In <930421.122032.2c0.rusnews.w165w@mantis.co.uk> mathew writes:

> > Did that FAQ ever got modified to re-define strong atheists as not those who
> > assert the nonexistence of God, but as those who assert that they BELIEVE in 
> > the nonexistence of God?
> 
> In a word, yes.
> 
> mathew

Mathew:

Could you let us know when this happened, so I can see if my version
is as up-to-date as possible?  I try to re-save the FAQs once in a 
while, but otherwise I ignore their regular postings, so I wouldn't 
generally notice such a change.

And I like to stay current.

Thanks,

 -- Scott
",0
"From: jcobban@bnr.ca (Jim Cobban)
Subject: Re: Command Loss Timer (Re: Galileo Update - 04/22/93)
Keywords: Galileo, JPL
Nntp-Posting-Host: bcars153
Organization: Bell-Northern Research, Ottawa, Canada
Lines: 13

Having read in the past about the fail-safe mechanisms on spacecraft, I had
assumed that the Command Loss Timer had that sort of function.  However I
always find disturbing the oxymoron of a ""NO-OP"" command that does something.
If the command changes the behavior or status of the spacecraft it is not
a ""NO-OP"" command.

Of course this terminology comes from a Jet Propulsion Laboratory which has
nothing to do with jet propulsion.

-- 
-------------------------------------------------------------------------------
Jim Cobban   |  jcobban@bnr.ca                        |  Phone: (613) 763-8013
BNR Ltd.     |  bnrgate.bnr.ca!bcars5!jcobban         |  FAX:   (613) 763-2626
",1
"From: davem@ee.ubc.ca (Dave Michelson)
Subject: Re: Space Station Redesign, JSC Alternative #4
Organization: University of BC, Electrical Engineering
Lines: 36

In article <1ralibINNc0f@cbl.umd.edu> mike@starburst.umd.edu (Michael F. Santangelo) writes:
>dbm0000@tm0006.lerc.nasa.gov (David B. Mckissock) writes:
>
>...text of options ""A"" and ""B"" deleted...
>
>>Option C - Single Core Launch Station.
>>This is the JSC lead option. Basically, you take a 23 ft diameter
>>cylinder that's 92 ft long, slap 3 Space Shuttle Main Engines on
>>the backside, put a nose cone on the top, attached it to a 
>>regular shuttle external tank and a regular set of solid rocket
>>motors, and launch the can. Some key features are:
>>  - Complete end-to-end ground integration and checkout
>>  - 4 tangentially mounted fixed solar panels
>>  - body mounted radiators (which adds protection against
>>    micrometeroid & orbital debris)
>>  - 2 centerline docking ports (one on each end)
>>  - 7 berthing ports
>>  - a single pressurized volume, approximately 26,000 cubic feet
>>    (twice the volume of skylab).
>>  - 7 floors, center passageway between floors
>>  - 10 kW of housekeeping power
>
>Somehow I have a strange attraction for this idea (living in
>a modular home maybe has altered my mind).  The only thing
>that scares me is the part about simply strapping 3 SSME's and
>a nosecone on it and ""just launching it.""  I have this vision
>of something going terribly wrong with the launch resulting in the
>complete loss of the new modular space station (not just a peice of
>it as would be the case with staged in-orbit construction).

I certainly like this ""Option C""...  It's much more like the original
Phase B studies from the early 1970's.  Good stuff!

--
Dave Michelson  --  davem@ee.ubc.ca  --  University of British Columbia

",1
"From: forgach@noao.edu (Suzanne Forgach)
Subject: Re: After 2000 years, can we say that Christian Morality is
Originator: forgach@gemini.tuc.noao.edu
Nntp-Posting-Host: gemini.tuc.noao.edu
Organization: National Optical Astronomy Observatories, Tucson, AZ, USA
Lines: 5

> In article <kmr4.1587.734911207@po.CWRU.edu> kmr4@po.CWRU.edu (Keith M. Ryan) writes:
>
>   Only when the Sun starts to orbit the Earth will I accept the Bible. 

Did you forget that two spinning skaters are in orbit around each other?
",0
"Organization: Penn State University
From: John A. Johnson <J5J@psuvm.psu.edu>
Subject: Re: After 2000 years, can we say that Christian Morality is
 <1r1ko8$6b1@horus.ap.mchp.sni.de>
 <sandvik-200493232227@sandvik-kent.apple.com>
 <1r39kh$itp@horus.ap.mchp.sni.de>
Lines: 63

In article <1r39kh$itp@horus.ap.mchp.sni.de>, frank@D012S658.uucp (Frank
O'Dwyer) says:
>
[ . . .]
>Specifically, I'd like to know what relativism concludes when two
>people grotesquely disagree.  Is it:
>
>(a) Both are right
>
>(b) One of them is wrong, and sometimes (though perhaps rarely) we have a
>    pretty good idea who it is
>
>(c) One of them is wrong, but we never have any information as to who, so
>    we make our best guess if we really must make a decision.
>
>(d) The idea of a ""right"" moral judgement is meaningless (implying that
>     whether peace is better than war, e.g., is a meaningless question,
>     and need not be discussed for it has no correct answer)
>
>(e) Something else.  A short, positive assertion would be nice.
>
>As I hope you can tell, (b) and (c) are actually predicated on
>the assumption that values are real  - so statements like these
>_can't_ consistently derive from the relativist assumption that values
>aren't part of objective reality.

I am a relativist who would like to answer your question, but the way you
phrase the question makes it unanswerable.  The concepts of ""right""
and ""wrong"" (or ""correct/incorrect"" or ""true/false"") belong to the
domain of epistemological rather than moral questions.  It makes no
sense to ask if a moral position is right or wrong, although it is
legitimate to ask if it is good (or better than another position).

Let me illustrate this point by looking at the psychological derivatives
of epistemology and ethics:  perception and motivation, respectively.
One can certainly ask if a percept is ""right"" (correct, true,
veridical) or ""wrong"" (incorrect, false, illusory).  But it makes little
sense to ask if a motive is true or false.  On the other hand, it is
strange to ask whether a percept is morally good or evil, but one can
certainly ask that question about motives.

Therefore, your suggested answers (a)-(c) simply can't be considered:
they assume you can judge the correctness of a moral judgment.

Now the problem with (d) is that it is double-barrelled:  I agree with
the first part (that the ""rightness"" of a moral position is a
meaningless question), for the reasons stated above.  But that is
irrelevant to the alleged implication (not an implication at all) that
one cannot feel peace is better than war.  I certainly can make
value judgments (bad, better, best) without asserting the ""correctness""
of the position.

Sorry for the lengthy dismissal of (a)-(d).  My short (e) answer is
that when two individuals grotesquely disagree on a moral issue,
neither is right (correct) or wrong (incorrect).  They simply hold
different moral values (feelings).
-----------------------------------
John A. Johnson (J5J@psuvm.psu.edu)
Department of Psychology Penn State DuBois Campus 15801
Penn State is not responsible for my behavior.
""A ruthless, doctrinaire avoidance of degeneracy is a degeneracy of
 another sort.  Getting drunk and picking up bar-ladies and writing
 metaphysics is a part of life.""  - from _Lila_ by R. Pirsig
",0
"From: khayash@hsc.usc.edu (Ken Hayashida)
Subject: Re: Long Term Space Voyanges and Effect NEwsgroup?
Keywords: Mars and Lunar missions
Organization: University of Southern California, Los Angeles, CA
Lines: 42
NNTP-Posting-Host: hsc.usc.edu

In article <C65FIE.4ty@zoo.toronto.edu> henry@zoo.toronto.edu (Henry Spencer)
writes in response to Michael Adams post:
>>I vote for a later on sci.space.medicine or similar newsgroup fro the
>>discussion of long term missions into space and there affects on humans and
>>such..- Adams
>
>Why bother with a new newsgroup?  If you want to discuss the subject,
>*start discussing it*.  If there is enough traffic to annoy the rest of
>us, we will let you know... and *then* it will be time for a new newsgroup.

Well, here goes.

The first item of business is to establish the importance space life
sciences in the whole of scheme of humankind.  I mean compared
to football and baseball, the average joe schmoe doesn't seem interested
or even curious about spaceflight.  I think that this forum can
make a major change in that lack of insight and education.

All of us, in our own way, can contribute to a comprehensive document
which can be released to the general public around the world.  The
document would scientifically analyze the technical aspects of long
term human habitation in space.

I believe that if any long-term space exploration program is to 
succeed we need to basically learn how to engineer our own microworld
(i.e. the spacecraft).  Only through the careful analyses of engineering,
chemical, biological, and medical factors will a good ecosystem be created
to facilitate human life on a long-duration flight.

So, I would like to see posts of opinions regarding the most objective
methods to analyze the accepted scientific literature for technologies
which can be applied to long-duration spaceflight.  Such a detailed
literature search would be of interest to ourselves as space advocates
and clearly important to existing space programs.

In essence, we would be dividing the space life science issues into
various technical problems which could be solved with various technologies.
This database of acceptable solutions to various problems could form the
basis of detailed discussions involving people from the bionet, isunet,
and any other source!

I'm eager to hear your comments and see posts on this thread.
",1
"From: aws@iti.org (Allen W. Sherzer)
Subject: Re: Shuttle 0-Defects & Bizarre?  DC-X?
Organization: Evil Geniuses for a Better Tomorrow
Lines: 92

In article <1sp513$beo@hsc.usc.edu> khayash@hsc.usc.edu (Ken Hayashida) writes:

>Well, Spenz...what can I say? 8-)
>You've attacked my beloved vehicle! ;-)

If I may offer a constructive criticism, perhaps you should decide if you
love vehicles or the use they are put to. I, myself, think the F-86 is
a beautiful aircraft, but rest assured, I wouldn't even think of flying
it in combat today. Most of us want access to space and judge vehicles
on how they perform.

>We see ""zero-defects operation"" in many area|s of life.  

Not to this degree.

>Calling shuttle flight characteristics *bizarre* in the same post 
>as touting DC-X is interesting.  

Why?

>DC-X will also have similar ""zero-defects"" issues (am I wrong?).  

Your wrong. The DC approach is very tollerent of failure. It also has
the advantage of far greater reliability do to its reusable nature (Shuttle
isn't reusable, it's salvagable).

>I am thinking of how DC-X will deploy a chute or reverse orientation at 
>supersonic speeds.  

The flip over happens at a very low speed, not supersonic. If the DC-X
shows the flip over works, it will work unless the laws of physics change.

>How much in DC-X is redundant?  That's the real question.

The final DC-1 will have fully intact abort throughout the entire flight
envelop. Upon re-entry for example, it can loose about 80% of available
thrust and still land safely.

>Everything we do in life has zero-defects issues at times (agree?).

Everything can suffer from catastrophic failure but that's not the same
thing. Shuttle simply isn't a fault tolerent design, SSTO is.

>As a doctor, I can not error in my diagnosis and treatment recommendations.  

You don't put your patients in conditions where there is no way out. You
wouldn't for example, give a patient a drug and not monitor them for
harmful side effects would you?

>While DC-X's R&D program makes good sense, I am less optimistic about DC-X 
>as you (and apparently others) are.  

You are very much in the minority. If the DC series fails to make orbit, it
will still be a very worthwhile effort. It will show us EXACTLY what we do
need to do to build SSTO.

>But, DC-X will still have failures.  It is the nature of aerospace R&D.  

Again, refering to the DC-1, it will provide fully intact abort theroughout
the flight envelop. Shuttle doesn't. DC is fault tollerent, Shuttle isn't.

>It's successors are not slated to be passenger carrying.  

Not true. Build a passenger pallet (a fairly easy thing to do) and it will
carry passengers.

>The impression I had
>when I visited MacDac Huntington Beach's Open House was that the payload space
>was limited and the man-ratable version was decades away.

I would suggest you talk to the DC-X crew themselves. Their original
schedule had an operational DC-1 flying in 96.

>Shuttle is the only method in the free world of orbiting large life sciences
>and medical related packages.  As for now, it is our only ticket into space 
>and has my support.

Your ignoring the dammage it does. Mannes space has a reputation for being
unreliable and hugely expensive. Shuttle supporters only make it easy for
opponents of manned space to kill it.

>You could change my view on DC-X if you could prove the following:

The only way to prove those things is to build it.

  Allen

-- 
+---------------------------------------------------------------------------+
| Lady Astor:   ""Sir, if you were my husband I would poison your coffee!""   |
| W. Churchill: ""Madam, if you were my wife, I would drink it.""             |
+----------------------35 DAYS TO FIRST FLIGHT OF DCX-----------------------+
",1
"From: darice@yoyo.cc.monash.edu.au (Fred Rice)
Subject: Re: Yet more Rushdie [Re: ISLAMIC LAW]
Organization: Monash University, Melb., Australia.
Lines: 11

I just received some new information regarding the issue of 
BCCI and whether it is an Islamic bank etc.

I am now about to post it under the heading

""BCCI"".

Look for it there!

 Fred Rice
 darice@yoyo.cc.monash.edu.au   
",0
"From: acooper@mac.cc.macalstr.edu (Turin Turambar, ME Department of Utter Misery)
Subject: Re: Christian Morality is
Organization: Macalester College
Lines: 37

In article <1993Apr21.140649.5660@cs.nott.ac.uk>, kax@cs.nott.ac.uk (Kevin Anthoney) writes:
> In article <4949@eastman.UUCP> dps@nasa.kodak.com writes:
>>
>>The fact is God could cause you to believe anything He wants you to. 
>>But think about it for a minute.  Would you rather have someone love
>>you because you made them love you, or because they wanted to
>>love you. ...
> 
> There's a difference between believing in the existence of an entity,
> and loving that entity. God _could_ show me directly that he exists,
> and I'd still have a free choice about whether to love him or not. So
> why doesn't he?
> -- 
> ------------------------------------------------------------------------
> Kevin Anthoney                                         kax@cs.nott.ac.uk
>             Don't believe anything you read in .sig files.
> ------------------------------------------------------------------------
-- 
Kevin makes a good point here, and when that theists miss all-too-often.  That
is, the belief in a diety is not necessarily coupled with agreement/love of
that diety, so really they have yet another bit of convincing to do just beyond
belief.
I guess the standard argumet goes something like: well, once you believe in
God, you know God is love, and you will choose to love him-- if it wasnt so
widely accepted and asserted it'd be laughable...

best regards,

--Adam

================================================================================
| Adam John Cooper	|	""Verily, often have I laughed at the weaklings |
| (612) 696-7521	|	   who thought themselves good simply because  |
| acooper@macalstr.edu	|			they had no claws.""	       |
================================================================================
| ""Understand one another?  I fear I am beyond your comprehension."" --Gandalf  |
================================================================================
",0
"From: kjenks@gothamcity.jsc.nasa.gov
Subject: Re: Single Launch Space Station
Organization: NASA/JSC/GM2, Space Shuttle Program Office
X-Newsreader: TIN [version 1.1 PL8]
X-Posted-From: algol.jsc.nasa.gov
NNTP-Posting-Host: sol.ctr.columbia.edu
Lines: 26

: Andy Cohen <Cohen@ssdgwy.mdc.com> writes:
: >the Single Launch Core Station concept.  A Shuttle external tank and solid
: >rocket boosters would be used  to launch the station into orbit.  Shuttle
: >main engines would be mounted to the tail of the station module for launch
: >and jettisoned after ET separation.

Karl Dishaw (0004244402@mcimail.com) replied:
: Why jettison the SSMEs?  Why not hold on to them and have a shuttle 
: bring them down to use as spares?

One performance reason comes to mind: if you jettison the SSME's, you
don't have to drag them with you when you perform your circularization
burn(s).  On-orbit, SSME's are just dead weight, since we don't have an
SSME H2/O2 pressurization mechanism which works in zero-G.  This means
that you can't use them for re-boost or anything else.  Dead weight has
a couple of advantages, but more disadvantages.

Throw-away SSME's might let us use some of the old SSME's which are not-
quite-man-ratable.  But I doubt we'd do that; the cost of a launch
failure is too high.

-- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office
      kjenks@gothamcity.jsc.nasa.gov  (713) 483-4368

     ""...Development of the space station is as inevitable as 
      the rising of the sun."" -- Wernher von Braun
",1
"From: christen@astro.ocis.temple.edu (Carl Christensen)
Subject: Re: Cults Vs. Religions?
Organization: Temple University
Lines: 22
Nntp-Posting-Host: astro.ocis.temple.edu
X-Newsreader: TIN [version 1.1 PL8]

Bill Ray (ray@engr.LaTech.edu) wrote:
: James Thomas Green (jgreen@trumpet.calpoly.edu) wrote:
: : So in conclusion it can be shown that there is essentially no
: : logical argument which clearly differentiates a ""cult"" from a
: : ""religion"".  I challenge anyone to produce a distinction which
: : is clear and can't be easily knocked down.  

: How about this one: a religion is a cult which has stood the test
: of time.

Just like history is written by the `winners' and not the `losers.'
From what I've seen of religions, a religion is just a cult that
was so vile and corrupt it was able to exert it's doctrine using
political and military measures.  Perhaps if Koresh withstood the
onslaught for another couple of months he would have started 
attracting more converts due to his `strength,' hence becoming a
full religion and not just a cult.

--
Carl Christensen                /~~\_/~\        ,,,  Dept. of Computer Science
christen@astro.ocis.temple.edu |  #=#==========#   | Temple University        
""Curiouser and curiouser!"" - LC \__/~\_/        ```  Philadelphia, PA  USA   
",0
"From: arc1@ukc.ac.uk (Tony Curtis)
Subject: Re: Christian Morality is
Organization: Computing Laboratory, UKC
Lines: 41
Nntp-Posting-Host: pine.ukc.ac.uk


acooper@mac.cc.macalstr.edu (Turin Turambar, ME Department of Utter Misery)
said re. Dan Schaertel's article [if I followed the quoting right]:


>> As much as anything else you learn.  How do you choose what
>> to believe and what not to?  I could argue that George
>> Washington is a myth.  He never lived because I don't have
>> any proof except what I am told.  However all the major
>> events of the life of Jesus Christ were fortold hundreds of
>> years before him.  Neat trick uh?

> How is this?  There is nothing more disgusting than Christian attempts to
> manipulate/interpret the Old Testament as being filled with signs for the
> coming of Christ.  Every little reference to a stick or bit of wood is
> autmoatically interpreted as the Cross.  What a miscarriage of philology.

I think it may also be worthwhile pointing out that if we
take the appellation `Rabbi' seriously then Jesus had a full
grasp of contemporary `scripture'

Mat21:42 Jesus saith unto them, Did ye never read in the scriptures...

Mat22:29 Jesus answered and said unto them, Ye do err, not knowing
Mat22:29 the scriptures, nor the power of God.

Following from this, he would have been in a wonderful
position to fulfil prophesies, and the NT says as much:

Mat26:54 But how then shall the scriptures be fulfilled,
Mat26:54 that thus it must be?

Mat26:56 But all this was done, that the scriptures of the
Mat26:56 prophets might be fulfilled. Then all the disciples
Mat26:56 forsook him, and fled.

If the books comprising the referred-to `scripture' had not
been accessible then it probably would be a different
matter.

--tony
",0
"From: hathaway@stsci.edu
Subject: Re: HST Servicing Mission Scheduled for 11 Days
Lines: 66
Organization: Space Telescope Science Institute
Distribution: na

In article <1rrhlo$ajb@access.digex.net>, prb@access.digex.net (Pat) writes:
> In article <1993Apr30.101054.1@stsci.edu> hathaway@stsci.edu writes:
>>In article <1rq3os$64i@access.digex.net>, prb@access.digex.net (Pat) writes:
>>> In article <3t75nhg@rpi.edu> strider@clotho.acm.rpi.edu (Greg Moore) writes:
> |> |
.. 
> 
> After all the space walking,  they are going to  re-boost the HST's
> orbit.  I think right now  it's sitting  at 180 miles up,
> they would like  220.  I don't know the exact orbit numbers.

As Ben says - this re-boost idea is all news to us here.  Do you know 
something we don't?  Please supply a source - it would be nice for 
the schedulers of observations to know where the thing is going to 
be.  These altitude numbers are also way off.  

My best source has: 
""Minimum ST ALTITUDE in the PMDB is:    573 Kilometers""
""Maximum ST ALTITUDE in the PMDB is:    603 Kilometers""
""Delta   ST ALTITUDE in the PMDB is:      3 Kilometers"" 

(PMDB is Proposal Management Data Base - used to schedule observations.) 
..

> In order to perform the re-boost of the HST, the OMS engines
> will be fired for a long period.  Now the shuttle is a heavy
> thing.  THe HST isn't light either.  THe amount of OMS fuel
> needed to fly both up is substantial.   a small booster
> carried up and used to boost HST on it's own will weigh significantly
> less then the OMS fuel required to Boost  both HST and SHUttle,
> for a given orbital change.  
> 

Could you supply some calculations?  You might check some recent 
postings that explained that 'a small booster' as suggested does 
not now exist, so comparing the mass of something that doesn't 
exist to the mass of the OMS fuel seems impossible.  The contamination 
threat also remains.  

.. 
> 
> or the HST could even get placed into  some sort of medium orbit.
> The reason they want a high orbit, is less antenna pointing,
> and longer drag life.
> 
  Longer drag life I can understand, but could you explain the 
antenna pointing?  

> Whatever it is,  the problem in the tilt array is a big constraint
> on HST ops.

Tell me about it.  Although the arrays can be (and are) moved perfectly 
well utilizing the second electronics box.  Getting them both working 
is much desireable so as to reclaim redundancy.  

> 
> pat
> 

I don't mean to jump on you - helpful suggestions are always welcome 
and we all know the more ideas the better, but I do want the true 
situation to be described clearly and correctly, lest some get 
confused. 

Regards, 
Wm. Hathaway 
",1
"From: STK1203@VAX003.STOCKTON.EDU
Subject: Internet resources
X-Added: Forwarded by Space Digest
Organization: [via International Space University]
Original-Sender: isu@VACATION.VENARI.CS.CMU.EDU
Distribution: sci
Lines: 4

exit



",1
"From: zellner@stsci.edu
Subject: Re: HST Servicing Mission
Lines: 34
Organization: Space Telescope Science Institute
Distribution: na

In article <1993Apr28.141606.17449@lambda.msfc.nasa.gov>,
bday@lambda.msfc.nasa.gov (Brian Day) writes: 
> rdouglas@stsci.edu (Rob Douglas) writes:
> 
>>[...]  But try to land a shuttle with that big huge telescope in the 
>>back and you could have problems.  The shuttle just isn't designed to land 
>>with that much weight in the payload.
> 
> Is HST really _that_ much heavier than a Spacelab ???
> 

I hate to belabor the obvious once again, but if there had been an Orbiter
emergency in the early stages of the original HST deployment mission, they
would have HAD to land with HST in the bay. 

Indeed they were worried about that.  One concern was the possibility that
they would lose a motor or something on the way up, and make orbit but one
that was too low to give HST a useful lifetime against atmospheric drag.  
I believe the decision was to deploy HST even if the projected lifetime was
as short as six months.  In fact we got an excellent orbit, on the upper
envelope of what the Shuttle can do.

I have never heard of any serious consideration that HST might be brought 
down for refurbishment.  You would have the horrendous cost of transporting,
cleaning, re-testing, and re-certifying all the hardware on the ground, in
addition to the lost observing time and the cost of a second deployment 
mission with the risks that we might not get such a good orbit the second 
time.  And, you would probably STILL need a (third) servicing mission in a 
few years as gyros and other components wear out.  Better to have two 
servicing missions in space (which could well happen) than to bring HST down 
and take it up again.

Ben

",1
"From:  (Rashid)
Subject: Re: Yet more Rushdie [Re: ISLAMIC LAW]
Nntp-Posting-Host: nstlm66
Organization: NH
Lines: 19

In article <116171@bu.edu>, jaeger@buphy.bu.edu (Gregg Jaeger) wrote:
> 
I have already made the clear claim that
> Khomeini advocates views which are in contradition with the Qur'an
> and have given my arguments for this. This is something that can be
> checked by anyone sufficiently interested. Khomeini, being dead,
> really can't respond, but another poster who supports Khomeini has
> responded with what is clearly obfuscationist sophistry. This should
> be quite clear to atheists as they are less susceptible to religionist
> modes of obfuscationism. 
> 

Don't mind my saying this but the best example of obfuscation is to
condemn without having even your most basic facts straight. If you
want some examples, go back and look at your previous posts, where
you manage to get your facts wrong about the fatwa and Khomeini's 
supposed infallibility.

As salaam a-laikum
",0
"From: jgreen@trumpet.calpoly.edu (James Thomas Green)
Subject: Re: ""So help you God"" in court?
Organization: California Polytechnic State University, San Luis Obispo
Lines: 11


I've heard that in California they ask you to swear without any
mention of a god.  What states actually include ""god"" in the
courtroom oath?



/~~~(-: James T. Green :-)~~~~(-: jgreen@oboe.calpoly.edu :-)~~~\ 
|  ""At all times and in all nations,                            |
|     the priest has been hostile to liberty.""                  |
|                               <Thomas Jefferson>              |
",0
